Updated On,State,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),AEFI,18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Total Individuals Vaccinated
07-07-2021,Karnataka,20354749,4384405,12547910,12187109,4135,3137462,21591841,9851,2598,Null,Null,Null,Null
08-07-2021,Karnataka,20494591,4447223,12649295,12288314,4205,3187713,21743167,10934,2603,Null,Null,Null,Null
09-07-2021,Karnataka,20709063,4567570,12817540,12454837,4256,3228397,22036205,12031,2604,Null,Null,Null,Null
10-07-2021,Karnataka,20854108,4664618,12938400,12576028,4298,3265334,22239650,13742,2613,Null,Null,Null,Null
11-07-2021,Karnataka,20921104,4703505,12989589,12630706,4314,3287799,22322814,13996,2613,Null,Null,Null,Null
12-07-2021,Karnataka,21086849,4795349,13114407,12763424,4367,3348036,22518296,15866,2613,Null,Null,Null,Null
13-07-2021,Karnataka,21196915,4845699,13195915,12842308,4391,3390958,22634197,17459,2616,Null,Null,Null,Null
14-07-2021,Karnataka,21531193,4953279,13404517,13075471,4484,3429285,23036266,18921,2616,Null,Null,Null,Null
15-07-2021,Karnataka,21609700,5004519,13470737,13138977,4505,3446148,23147598,20473,2623,Null,Null,Null,Null
16-07-2021,Karnataka,21741826,5109308,13590325,13256265,4544,3465032,23363901,22201,2629,Null,Null,Null,Null
17-07-2021,Karnataka,21951177,5260039,13768815,13437812,4589,3489501,23697161,24554,2630,Null,Null,Null,Null
18-07-2021,Karnataka,22018801,5305529,13825768,13493959,4603,3494650,23804647,25033,2634,Null,Null,Null,Null
19-07-2021,Karnataka,22187924,5408072,13960511,13630837,4648,3508796,24060819,26381,2635,Null,Null,Null,Null
20-07-2021,Karnataka,22304712,5474888,14054096,13720820,4684,3534535,24217552,27513,2635,Null,Null,Null,Null
21-07-2021,Karnataka,22399536,5557974,14141242,13811548,4720,3552062,24376718,28730,2637,Null,Null,Null,Null
22-07-2021,Karnataka,22570497,5677475,14283898,13959316,4758,3565008,24652988,29976,2638,Null,Null,Null,Null
23-07-2021,Karnataka,22755810,5803045,14438736,14115319,4800,3586666,24940777,31412,2638,Null,Null,Null,Null
24-07-2021,Karnataka,22885641,5902295,14554322,14228776,4838,3636337,25118117,33482,2639,Null,Null,Null,Null
25-07-2021,Karnataka,22942185,5944398,14602759,14278968,4856,3646033,25206748,33802,2641,Null,Null,Null,Null
26-07-2021,Karnataka,23073939,6051600,14718061,14402571,4907,3672535,25417650,35354,2642,Null,Null,Null,Null
27-07-2021,Karnataka,23244325,6173022,14860968,14551421,4958,3707749,25673106,36492,2649,Null,Null,Null,Null
28-07-2021,Karnataka,23352332,6244564,14948473,14643437,4986,3732333,25827044,37519,2655,Null,Null,Null,Null
29-07-2021,Karnataka,23430600,6295137,15010860,14709870,5007,3746047,25940861,38829,2655,Null,Null,Null,Null
30-07-2021,Karnataka,23623111,6406023,15157516,14866569,5049,3761928,26226975,40231,2657,Null,Null,Null,Null
31-07-2021,Karnataka,23841981,6529233,15323996,15042120,5100,3810411,26518298,42505,2658,Null,Null,Null,Null
01-08-2021,Karnataka,24087131,6577631,15461593,15198051,5118,3841608,26779909,43245,2658,Null,Null,Null,Null
02-08-2021,Karnataka,24583845,6812313,15800965,15589949,5244,3925553,27425648,44957,2660,Null,Null,Null,Null
03-08-2021,Karnataka,24789310,6900457,15944224,15740253,5290,3962784,27680535,46448,2661,Null,Null,Null,Null
04-08-2021,Karnataka,24961046,6996599,16074711,15877598,5336,4012433,27896947,48265,2663,Null,Null,Null,Null
05-08-2021,Karnataka,25060031,7064950,16157662,15961960,5359,4051814,28023279,49888,2664,Null,Null,Null,Null
06-08-2021,Karnataka,25189842,7159884,16267694,16076629,5403,4140396,28157668,51662,2665,Null,Null,Null,Null
07-08-2021,Karnataka,25468918,7295738,16470253,16288926,5477,4209783,28500695,54178,2665,Null,Null,Null,Null
08-08-2021,Karnataka,25590067,7335089,16552638,16367009,5509,4224198,28646396,54562,2666,Null,Null,Null,Null
09-08-2021,Karnataka,25847691,7432852,16724770,16550206,5567,4271997,28952499,56047,2670,Null,Null,Null,Null
16-01-2021,Kerala,1681,0,593,1088,0,0,1681,Null,Null,Null,Null,Null,1681
17-01-2021,Kerala,1836,0,643,1193,0,0,1836,Null,Null,Null,Null,Null,1836
18-01-2021,Kerala,2566,0,746,1820,0,0,2566,Null,Null,Null,Null,Null,2566
19-01-2021,Kerala,5355,0,1529,3826,0,0,5355,Null,Null,Null,Null,Null,5355
20-01-2021,Kerala,5398,0,1552,3846,0,0,5398,Null,Null,Null,Null,Null,5398
21-01-2021,Kerala,9175,0,2557,6618,0,0,9175,Null,Null,Null,Null,Null,9175
22-01-2021,Kerala,15501,0,4180,11321,0,0,15501,Null,Null,Null,Null,Null,15501
23-01-2021,Kerala,21944,0,5715,16229,0,0,21944,Null,Null,Null,Null,Null,21944
24-01-2021,Kerala,23324,0,6036,17288,0,0,23324,Null,Null,Null,Null,Null,23324
25-01-2021,Kerala,43561,0,11213,32347,1,0,43561,Null,Null,Null,Null,Null,43561
26-01-2021,Kerala,43766,0,11269,32496,1,0,43766,Null,Null,Null,Null,Null,43766
27-01-2021,Kerala,58323,0,15292,43030,1,0,58323,Null,Null,Null,Null,Null,58323
28-01-2021,Kerala,82794,0,21316,61477,1,0,82794,Null,Null,Null,Null,Null,82794
29-01-2021,Kerala,110719,0,27902,82814,3,0,110719,Null,Null,Null,Null,Null,110719
30-01-2021,Kerala,134225,0,33810,100409,6,0,134225,Null,Null,Null,Null,Null,134225
31-01-2021,Kerala,140906,0,35488,105412,6,0,140906,Null,Null,Null,Null,Null,140906
01-02-2021,Kerala,173482,0,43684,129791,7,0,173482,Null,Null,Null,Null,Null,173482
02-02-2021,Kerala,204449,0,51042,153398,9,0,204449,Null,Null,Null,Null,Null,204449
03-02-2021,Kerala,225664,0,56100,169554,10,0,225664,Null,Null,Null,Null,Null,225664
04-02-2021,Kerala,250831,0,61871,188949,11,0,250831,Null,Null,Null,Null,Null,250831
05-02-2021,Kerala,266068,0,65605,200452,11,0,266068,Null,Null,Null,Null,Null,266068
06-02-2021,Kerala,271731,0,67041,204679,11,0,271731,Null,Null,Null,Null,Null,271731
07-02-2021,Kerala,272221,0,67185,205025,11,0,272221,Null,Null,Null,Null,Null,272221
08-02-2021,Kerala,287787,0,71255,216521,11,0,287787,Null,Null,Null,Null,Null,287787
09-02-2021,Kerala,302655,0,75265,227379,11,1,302654,Null,Null,Null,Null,Null,302655
10-02-2021,Kerala,306802,0,76472,230319,11,1,306801,Null,Null,Null,Null,Null,306802
11-02-2021,Kerala,314425,0,81044,233370,11,563,313862,Null,Null,Null,Null,Null,314425
12-02-2021,Kerala,326974,0,90610,236353,11,8514,318460,Null,Null,Null,Null,Null,326974
13-02-2021,Kerala,338167,0,99315,238841,11,18256,319911,Null,Null,Null,Null,Null,338167
14-02-2021,Kerala,340407,45,100976,239420,11,20439,319968,Null,Null,Null,Null,Null,340407
15-02-2021,Kerala,353940,3323,109097,244832,11,28363,325577,Null,Null,Null,Null,Null,353940
16-02-2021,Kerala,370481,12148,117056,253413,12,33717,336764,Null,Null,Null,Null,Null,370481
17-02-2021,Kerala,377376,15388,120403,256961,12,36217,341159,Null,Null,Null,Null,Null,377376
18-02-2021,Kerala,377981,23336,123526,254442,13,42079,335902,Null,Null,Null,Null,Null,377981
19-02-2021,Kerala,400463,32101,131165,269285,13,47318,353145,Null,Null,Null,Null,Null,400463
20-02-2021,Kerala,406728,38833,134630,272085,13,52144,354584,Null,Null,Null,Null,Null,406728
21-02-2021,Kerala,407098,38841,134841,272244,13,52355,354743,Null,Null,Null,Null,Null,407098
22-02-2021,Kerala,413599,56034,138369,275217,13,57459,356140,Null,Null,Null,Null,Null,413599
23-02-2021,Kerala,422676,62077,143120,279543,13,60036,362640,Null,Null,Null,Null,Null,422676
24-02-2021,Kerala,431070,70173,147423,283634,13,60822,370248,Null,Null,Null,Null,Null,431070
25-02-2021,Kerala,449826,88541,156111,293702,13,61483,388343,Null,Null,Null,Null,Null,449826
26-02-2021,Kerala,489113,104220,173522,315577,14,62561,426552,Null,Null,Null,Null,Null,489113
27-02-2021,Kerala,489113,104220,173522,315577,14,62561,426552,Null,Null,Null,Null,Null,489113
28-02-2021,Kerala,489113,104220,173522,315577,14,62561,426552,Null,Null,Null,Null,Null,489113
01-03-2021,Kerala,489113,104220,173522,315577,14,62561,426552,Null,Null,Null,Null,Null,489113
02-03-2021,Kerala,534490,118709,195372,339100,18,62855,471635,Null,Null,Null,Null,Null,534490
03-03-2021,Kerala,564199,127659,209978,354203,18,63138,501061,Null,Null,Null,Null,Null,564199
04-03-2021,Kerala,627900,147038,240900,386981,19,63956,563944,Null,Null,Null,Null,Null,627900
05-03-2021,Kerala,689867,166330,270499,419345,23,64566,625301,Null,Null,Null,Null,Null,689867
06-03-2021,Kerala,756016,187155,301470,454518,28,64997,691019,Null,Null,Null,Null,Null,756016
07-03-2021,Kerala,767969,188358,307239,460702,28,64997,702972,Null,Null,Null,Null,Null,767969
08-03-2021,Kerala,829751,209019,337866,491853,32,65335,764416,Null,Null,Null,Null,Null,829751
09-03-2021,Kerala,689979,228371,372796,545513,41,65926,852243,Null,Null,Null,Null,Null,918350
10-03-2021,Kerala,714468,240413,387837,566999,45,66031,888669,Null,Null,Null,Null,Null,954881
11-03-2021,Kerala,742190,249964,403730,588375,49,66227,925745,Null,Null,Null,Null,Null,992154
12-03-2021,Kerala,807213,270154,440458,636853,56,67021,1010164,Null,Null,Null,Null,Null,1077367
13-03-2021,Kerala,843361,280195,460547,662952,57,69072,1054301,Null,Null,Null,Null,Null,1123556
14-03-2021,Kerala,846852,280993,462423,665365,57,69115,1058547,Null,Null,Null,Null,Null,1127845
15-03-2021,Kerala,915549,297537,502675,710345,66,74967,1137935,Null,Null,Null,Null,Null,1213086
16-03-2021,Kerala,1188099,312374,506856,681178,65,82435,1418038,Null,1902,374000,455351,358304,1188099
17-03-2021,Kerala,1695387,321316,768897,926350,140,89070,1927633,Null,1922,378681,487885,828313,1695387
18-03-2021,Kerala,1832205,333447,834871,997172,162,95005,2070647,Null,1928,386607,501613,943454,1832205
19-03-2021,Kerala,1954868,343587,892887,1061807,174,101174,2197281,Null,1941,393442,513029,1047850,1954868
20-03-2021,Kerala,2066624,352307,944605,1121838,181,107378,2311553,Null,1955,399459,523703,1142906,2066624
21-03-2021,Kerala,2073902,352925,948016,1125704,182,107808,2319019,Null,1956,399879,524512,1148954,2073902
22-03-2021,Kerala,2203735,360314,1008762,1194773,200,113327,2450722,Null,1979,404097,534800,1264269,2203735
23-03-2021,Kerala,2339164,373548,1071966,1266982,216,124751,2587961,Null,2001,408808,546705,1383069,2339164
24-03-2021,Kerala,2398567,377588,1099916,1298425,226,127294,2648861,Null,2005,411519,552346,1434110,2398567
25-03-2021,Kerala,2555550,383692,1173561,1381745,244,131207,2808035,Null,2024,416361,563722,1574867,2555550
26-03-2021,Kerala,2682089,388263,1231380,1450450,259,133243,2937109,Null,2040,420884,573409,1687188,2682089
27-03-2021,Kerala,2795930,392138,1283227,1512430,273,135202,3052866,Null,2052,425319,586631,1783366,2795930
28-03-2021,Kerala,2807351,392308,1288539,1518538,274,135210,3064449,Null,2053,425671,588086,1792979,2807351
29-03-2021,Kerala,2956227,396814,1355104,1600818,305,136924,3216117,Null,2061,429603,606659,1919332,2956227
30-03-2021,Kerala,3106682,403525,1421478,1684885,319,139738,3370469,Null,2072,433707,628610,2043721,3106682
31-03-2021,Kerala,3167015,407842,1448053,1718636,326,141297,3433560,Null,2082,436365,642543,2087461,3167015
01-04-2021,Kerala,3242747,411067,1481276,1761139,332,141781,3512033,Null,2089,438433,680966,2122699,3242747
02-04-2021,Kerala,3307374,414525,1510014,1797019,341,142408,3579491,Null,2095,440164,718525,2148027,3307374
03-04-2021,Kerala,3416400,422083,1555388,1860659,353,143446,3695037,Null,2105,442162,781457,2192120,3416400
04-04-2021,Kerala,3463563,424768,1575071,1888134,358,143892,3744439,Null,2107,443088,810067,2209745,3463563
05-04-2021,Kerala,3573568,431649,1620368,1952832,368,144425,3860792,Null,2118,443204,874414,2255286,3573568
06-04-2021,Kerala,3608126,434218,1635201,1972554,371,144684,3897660,Null,2123,443270,895600,2268591,3608126
07-04-2021,Kerala,3698854,441833,1673913,2024554,387,145437,3995250,Null,2137,443420,953134,2301634,3698854
08-04-2021,Kerala,3899533,457415,1757681,2141438,414,146408,4210540,Null,2157,443767,1074369,2380727,3899533
09-04-2021,Kerala,4099009,476570,1841931,2256641,437,147850,4427729,Null,2168,444541,1201366,2452428,4099009
10-04-2021,Kerala,4270854,492896,1915320,2355073,461,149328,4614422,Null,2178,445246,1313963,2510969,4270854
11-04-2021,Kerala,4333798,496868,1944347,2388985,466,149990,4680676,Null,2184,445378,1355327,2532414,4333798
12-04-2021,Kerala,4571524,526491,2045082,2525926,516,152985,4945030,Null,2195,446438,1502254,2622148,4571524
13-04-2021,Kerala,4714085,553088,2109225,2604323,537,156460,5110713,Null,2205,447508,1592577,2673315,4714085
14-04-2021,Kerala,4730173,557313,2117216,2612419,538,157699,5129787,Null,2207,447642,1602880,2678965,4730173
15-04-2021,Kerala,4899502,597051,2193316,2705623,563,172708,5323845,Null,2221,448708,1713396,2736720,4899502
16-04-2021,Kerala,5040807,639307,2257490,2782737,580,199162,5480952,Null,2251,449799,1807572,2782761,5040807
17-04-2021,Kerala,5158591,673957,2312598,2845392,601,240926,5591622,Null,2264,451199,1888038,2818675,5158591
18-04-2021,Kerala,5189796,680436,2328909,2860281,606,255745,5614487,Null,2264,451415,1909315,2828387,5189796
19-04-2021,Kerala,5299053,727279,2381261,2917173,619,288756,5737576,Null,2272,452951,1981397,2864026,5299053
20-04-2021,Kerala,5443386,800229,2449699,2993054,633,312000,5931615,Null,2278,454948,2077264,2910496,5443386
21-04-2021,Kerala,5512304,841296,2483037,3028625,642,322945,6030655,Null,2288,456096,2122327,2933201,5512304
22-04-2021,Kerala,5602945,900089,2525828,3076458,659,333703,6169331,Null,2298,457658,2181702,2962902,5602945
23-04-2021,Kerala,5673943,954445,2559741,3113525,677,339373,6289015,Null,2300,459063,2228506,2985696,5673943
24-04-2021,Kerala,5788568,1039187,2615457,3172415,696,343411,6484344,Null,2301,460467,2305785,3021630,5788568
25-04-2021,Kerala,5801281,1045794,2621806,3178777,698,344350,6502725,Null,2301,460544,2314002,3026049,5801281
26-04-2021,Kerala,5885170,1105948,2662083,3222372,715,349708,6641410,Null,2304,462008,2369111,3053362,5885170
27-04-2021,Kerala,5947361,1159581,2691909,3254720,732,352774,6754168,Null,2307,616768,2255283,3074625,5947361
28-04-2021,Kerala,5967887,1176196,2701673,3265481,733,362293,6781790,Null,2311,617376,2268382,3081442,5967887
29-04-2021,Kerala,6006391,1222786,2720059,3285590,742,368302,6860875,Null,2314,618567,2292415,3095020,6006391
30-04-2021,Kerala,6051350,1325584,2741857,3308741,752,375938,7000996,Null,2319,620532,2318284,3112082,6051350
01-05-2021,Kerala,6069726,1355690,2750902,3318069,755,382103,7043313,Null,2319,621053,2329584,3118636,6069726
02-05-2021,Kerala,6069760,1356416,2750908,3318097,755,382111,7044065,Null,2319,619769,2331017,3118641,6069760
03-05-2021,Kerala,6092349,1419105,2761697,3329892,760,387629,7123825,Null,2321,620875,2343224,3127917,6092349
04-05-2021,Kerala,6110419,1466885,2770380,3339264,775,396731,7180573,Null,2323,621803,2353344,3134926,6110419
05-05-2021,Kerala,6118358,1482126,2774337,3343245,776,402333,7198151,Null,2323,622368,2358023,3137621,6118358
06-05-2021,Kerala,6137985,1567300,2784001,3353206,778,407131,7298154,Null,2326,623864,2367398,3146378,6137985
07-05-2021,Kerala,6168780,1700489,2799186,3368802,792,412346,7456923,Null,2327,626402,2381677,3160352,6168780
08-05-2021,Kerala,6187280,1764703,2808977,3377510,793,416141,7535842,Null,2329,628571,2390586,3167770,6187280
09-05-2021,Kerala,6187652,1764904,2809173,3377686,793,416217,7536339,Null,2329,628575,2390835,3167889,6187652
10-05-2021,Kerala,6216882,1849818,2824070,3392015,797,423755,7642945,Null,2329,630925,2405009,3180345,6216882
11-05-2021,Kerala,6238776,1902513,2835199,3402776,801,431710,7709579,Null,2332,632656,2415549,3189813,6238776
12-05-2021,Kerala,6257014,1928492,2844396,3411815,803,445050,7740456,Null,2333,633909,2425732,3196542,6257014
13-05-2021,Kerala,6267551,1945410,2849994,3416754,803,451210,7761751,Null,2333,635136,2431388,3200126,6267551
14-05-2021,Kerala,6290354,1969458,2861504,3428041,809,465390,7794422,Null,2334,636611,2444930,3207813,6290354
15-05-2021,Kerala,6426197,1991643,2929192,3496162,843,503057,7914783,Null,2338,640420,2527786,3256481,6426197
16-05-2021,Kerala,6454137,1997343,2943348,3509943,846,525938,7925542,Null,2338,642438,2545465,3264646,6454137
17-05-2021,Kerala,6510777,2009075,2971971,3537933,873,560846,7959006,Null,2338,645424,2576386,3287242,6510777
18-05-2021,Kerala,6556628,2016939,2995543,3560206,879,583045,7990522,Null,2340,649389,2602358,3303043,6556628
19-05-2021,Kerala,6571984,2019118,3003719,3567381,884,590468,8000634,Null,2341,652401,2609555,3308153,6571984
20-05-2021,Kerala,6579668,2019739,3007834,3570949,885,593912,8005495,Null,2344,654929,2612645,3310191,6579668
21-05-2021,Kerala,6594479,2020471,3016029,3577562,888,603174,8011776,0,2344,660600,2618484,3313439,6594479
22-05-2021,Kerala,6623765,2020516,3031911,3590961,893,605554,8038727,0,2344,672240,2630270,3319195,6623765
23-05-2021,Kerala,6629725,2020512,3035800,3593032,893,607283,8042954,0,2344,676883,2631157,3319591,6629725
24-05-2021,Kerala,6683003,2020628,3067418,3614688,897,613100,8090531,0,2346,704765,2647984,3328015,6683003
25-05-2021,Kerala,6738751,2020755,3098253,3639577,921,618253,8141253,0,2349,727882,2669935,3338590,6738751
26-05-2021,Kerala,6769136,2020845,3116944,3651267,925,620297,8169684,0,2351,746447,2677877,3342371,6769136
27-05-2021,Kerala,6881450,2022646,3178296,3702207,947,624269,8279827,0,2357,773634,2735438,3369608,6881450
28-05-2021,Kerala,7031363,2024951,3257463,3772920,980,628104,8428210,0,2361,802643,2814700,3410877,7031363
29-05-2021,Kerala,7170607,2044764,3333564,3836030,1013,649344,8566027,0,2362,840758,2883246,3443138,7170607
30-05-2021,Kerala,7190905,2050551,3345454,3844431,1020,655352,8586104,0,2363,851898,2889453,3446016,7190905
31-05-2021,Kerala,7345141,2068582,3434903,3909178,1060,676006,8737717,0,2368,912167,2950616,3478379,7345141
01-06-2021,Kerala,7494522,2089038,3524752,3968676,1094,699631,8883929,0,2368,980600,3003561,3506031,7494522
02-06-2021,Kerala,7585560,2103689,3579264,4005189,1107,718474,8970775,0,2375,1024242,3033437,3523342,7585560
03-06-2021,Kerala,7730989,2119299,3660864,4068986,1139,735829,9114459,0,2376,1076446,3094628,3554988,7730989
04-06-2021,Kerala,7888884,2137743,3748295,4139368,1221,754258,9272350,19,2378,1135362,3159749,3588358,7888884
05-06-2021,Kerala,8057972,2156991,3837947,4218767,1258,773840,9441101,22,2387,1187696,3233961,3630418,8057972
06-06-2021,Kerala,8109567,2160564,3864762,4243531,1274,780025,9490084,22,2390,1222658,3244830,3636049,8109567
07-06-2021,Kerala,8302066,2170983,3968931,4331808,1327,812130,9660897,22,2396,1331763,3296604,3667093,8302066
08-06-2021,Kerala,8503125,2188883,4069339,4432407,1379,860159,9831827,22,2400,1460041,3342897,3693029,8503125
09-06-2021,Kerala,8634128,2197977,4136007,4496716,1405,896410,9935673,22,2401,1547412,3370510,3708731,8634128
10-06-2021,Kerala,8772285,2210754,4208856,4561993,1436,941498,10041519,22,2402,1620269,3414127,3730000,8772285
11-06-2021,Kerala,8879020,2223799,4262724,4614836,1460,985965,10116832,22,2403,1679209,3444621,3747048,8879020
12-06-2021,Kerala,8943648,2237707,4296746,4645429,1473,1013894,10167439,22,2403,1721861,3458627,3754874,8943648
13-06-2021,Kerala,8989689,2240140,4322088,4666124,1477,1017425,10212382,22,2403,1763606,3461556,3756065,8989689
14-06-2021,Kerala,9154064,2268071,4411531,4741027,1506,1037536,10384577,22,2405,1874682,3494981,3775497,9154064
15-06-2021,Kerala,9307169,2328247,4488313,4817314,1542,1051381,10584013,22,2405,1914838,3562118,3820770,9307169
16-06-2021,Kerala,9386066,2360870,4529099,4855411,1556,1056130,10690784,22,2408,1946564,3590195,3839598,9386066
17-06-2021,Kerala,9504983,2390443,4590268,4913131,1584,1063048,10832356,22,2410,2023869,3614621,3856369,9504983
18-06-2021,Kerala,9589345,2406966,4632365,4955377,1603,1070485,10925804,22,2413,2082250,3629517,3867195,9589345
19-06-2021,Kerala,9676904,2426298,4676553,4998721,1630,1075660,11027520,22,2413,2125774,3654958,3885514,9676904
20-06-2021,Kerala,9719116,2442433,4697169,5020309,1638,1078411,11083116,22,2414,2139319,3671773,3897187,9719116
21-06-2021,Kerala,9878112,2553090,4774418,5101989,1705,1092178,11339002,22,2418,2194277,3729702,3942402,9878112
22-06-2021,Kerala,10022247,2646689,4845812,5174699,1736,1106631,11562283,22,2419,2250956,3778391,3980566,10022247
23-06-2021,Kerala,10116957,2720524,4891573,5223627,1757,1126110,11711349,22,2420,2287145,3810337,4006771,10116957
24-06-2021,Kerala,10258975,2802665,4961637,5295553,1785,1142238,11919380,22,2422,2335523,3863683,4046483,10258975
25-06-2021,Kerala,10402196,2901829,6385464,6916521,2040,1154293,12149710,22,2428,Null,Null,Null,Null
26-06-2021,Kerala,10506089,2977249,6472367,7008893,2078,1169758,12313558,22,2429,Null,Null,Null,Null
27-06-2021,Kerala,10541450,2994428,6498966,7034828,2084,1174572,12361080,226,2429,Null,Null,Null,Null
28-06-2021,Kerala,10649612,3099039,6599361,7147179,2111,1195791,12552616,244,2432,Null,Null,Null,Null
29-06-2021,Kerala,10748505,3200140,6693041,7253459,2145,1211737,12736664,244,2432,Null,Null,Null,Null
30-06-2021,Kerala,10841514,3254212,6766583,7326970,2173,1225695,12869253,778,2438,Null,Null,Null,Null
01-07-2021,Kerala,10915717,3326979,6837049,7403404,2243,1243834,12997960,902,2448,Null,Null,Null,Null
02-07-2021,Kerala,11043945,3487632,6975234,7554037,2306,1260906,13269769,902,2452,Null,Null,Null,Null
03-07-2021,Kerala,11162817,3601721,7085967,7676234,2337,1286057,13477539,942,2454,Null,Null,Null,Null
04-07-2021,Kerala,11179952,3610500,7099481,7688630,2341,1296452,13492969,1031,2456,Null,Null,Null,Null
05-07-2021,Kerala,11261270,3685731,7180664,7763956,2381,1322560,13622811,1630,2456,Null,Null,Null,Null
06-07-2021,Kerala,11322761,3739555,7237725,7822183,2408,1344479,13715852,1985,2458,Null,Null,Null,Null
07-07-2021,Kerala,11356275,3764310,7266495,7851631,2459,1361299,13756846,2440,2462,Null,Null,Null,Null
08-07-2021,Kerala,11393122,3828292,7315328,7903598,2488,1397281,13821583,2550,2466,Null,Null,Null,Null
09-07-2021,Kerala,11454395,3958201,7405403,8004675,2518,1415604,13993920,3072,2468,Null,Null,Null,Null
10-07-2021,Kerala,11544597,4122631,7529617,8135053,2558,1425089,14237704,4435,2477,Null,Null,Null,Null
11-07-2021,Kerala,11559011,4141963,7547088,8151321,2565,1432200,14263410,5364,2477,Null,Null,Null,Null
12-07-2021,Kerala,11633723,4277547,7648303,8260345,2622,1453114,14451266,6890,2479,Null,Null,Null,Null
13-07-2021,Kerala,11695199,4364659,7719659,8337553,2646,1466069,14585013,8776,2483,Null,Null,Null,Null
14-07-2021,Kerala,11787878,4418383,7787353,8416221,2687,1484769,14711314,10178,2483,Null,Null,Null,Null
15-07-2021,Kerala,11856125,4504131,7859069,8498473,2714,1498515,14850676,11065,2486,Null,Null,Null,Null
16-07-2021,Kerala,11918604,4567386,7915171,8568060,2759,1514558,14959533,11899,2514,Null,Null,Null,Null
17-07-2021,Kerala,11989687,4660798,7996675,8651030,2780,1529101,15108827,12557,2522,Null,Null,Null,Null
18-07-2021,Kerala,12021046,4683247,8023350,8678151,2792,1535638,15156094,12561,2525,Null,Null,Null,Null
19-07-2021,Kerala,12156815,4901869,8187649,8868189,2846,1545081,15500256,13347,2532,Null,Null,Null,Null
20-07-2021,Kerala,12277830,5051564,8314318,9012186,2890,1557222,15757849,14323,2532,Null,Null,Null,Null
21-07-2021,Kerala,12340361,5087591,8358664,9066379,2909,1562403,15850690,14859,2535,Null,Null,Null,Null
22-07-2021,Kerala,12464564,5244753,8491218,9215139,2960,1572081,16121262,15974,2540,Null,Null,Null,Null
23-07-2021,Kerala,12585905,5390382,8621196,9352074,3017,1591266,16368360,16661,2540,Null,Null,Null,Null
24-07-2021,Kerala,12877004,5587202,8856303,9604793,3110,1626888,16820026,17292,2545,Null,Null,Null,Null
25-07-2021,Kerala,12972001,5622258,8921583,9669519,3157,1649113,16927291,17855,2551,Null,Null,Null,Null
26-07-2021,Kerala,13128347,5683433,9027616,9780947,3217,1703972,17089290,18518,2552,Null,Null,Null,Null
27-07-2021,Kerala,13233990,5708920,9092117,9847543,3250,1746313,17176726,19871,2558,Null,Null,Null,Null
28-07-2021,Kerala,13292691,5717279,9125567,9881136,3267,1753082,17236207,20681,2564,Null,Null,Null,Null
29-07-2021,Kerala,13465864,5805310,9250340,10017484,3350,1767405,17482647,21122,2564,Null,Null,Null,Null
30-07-2021,Kerala,13811980,5969886,9490841,10287538,3487,1777589,17982909,21368,2568,Null,Null,Null,Null
31-07-2021,Kerala,14111255,6053845,9676366,10485140,3594,1813977,18328701,22422,2588,Null,Null,Null,Null
01-08-2021,Kerala,14284456,6085040,9772822,10593082,3592,1822361,18524038,23097,2588,Null,Null,Null,Null
02-08-2021,Kerala,14566582,6153641,9938587,10777941,3695,1839109,18857280,23834,2592,Null,Null,Null,Null
03-08-2021,Kerala,14804327,6203746,10077044,10927247,3782,1854053,19128434,25586,2594,Null,Null,Null,Null
04-08-2021,Kerala,14882715,6231748,10126092,10984512,3859,1881797,19205781,26885,2599,Null,Null,Null,Null
05-08-2021,Kerala,15033777,6269592,10221203,11078251,3915,1905220,19370010,28139,2602,Null,Null,Null,Null
06-08-2021,Kerala,15231449,6328947,10352244,11204180,3972,1995631,19535898,28867,2609,Null,Null,Null,Null
07-08-2021,Kerala,15416834,6365595,10463055,11315346,4028,2022128,19730546,29755,2613,Null,Null,Null,Null
08-08-2021,Kerala,15472524,6370803,10496048,11343226,4053,2025521,19787714,30092,2616,Null,Null,Null,Null
09-08-2021,Kerala,15670747,6426984,10623457,11470142,4132,2043075,20023775,30881,2627,Null,Null,Null,Null
16-01-2021,Ladakh,9,0,0,9,0,0,9,Null,Null,Null,Null,Null,9
17-01-2021,Ladakh,9,0,0,9,0,0,9,Null,Null,Null,Null,Null,9
18-01-2021,Ladakh,64,0,15,49,0,0,64,Null,Null,Null,Null,Null,64
19-01-2021,Ladakh,64,0,15,49,0,0,64,Null,Null,Null,Null,Null,64
20-01-2021,Ladakh,66,0,16,50,0,0,66,Null,Null,Null,Null,Null,66
21-01-2021,Ladakh,66,0,16,50,0,0,66,Null,Null,Null,Null,Null,66
22-01-2021,Ladakh,164,0,43,121,0,0,164,Null,Null,Null,Null,Null,164
23-01-2021,Ladakh,330,0,98,232,0,0,330,Null,Null,Null,Null,Null,330
24-01-2021,Ladakh,337,0,104,233,0,0,337,Null,Null,Null,Null,Null,337
25-01-2021,Ladakh,461,0,148,313,0,0,461,Null,Null,Null,Null,Null,461
26-01-2021,Ladakh,461,0,148,313,0,0,461,Null,Null,Null,Null,Null,461
27-01-2021,Ladakh,642,0,234,408,0,0,642,Null,Null,Null,Null,Null,642
